exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
jul_2015,1,2,20,3,paragraph_purpose,False,,2,The main purpose of the third paragraph is to -,explain how an airbag is folded into the steering wheel of a car,discuss how origami was used by a scientist,explain how Lang came to be interested in origami,discuss the importance of airbags,paragraph_number,p2,5,needs_paragraph,Airbag mechanics fill the surface; stem's 'third paragraph' is the second as extracted.,generalization,True,False,,ok,too_narrow,"The folding mechanics are illustration, and no how-to is given.",,,not_stated,How Lang got interested in origami is never told.,too_narrow,Airbag requirements are one setup sentence.
jul_2015,1,2,21,4,vocab_in_context,False,line 19,2,"In line 19, ""deployment"" could best be replaced by -",impact,release,resistance,adaptation,line_number,p2,2,yes_local,'Expand completely in milliseconds' nearby fixes deployment as release.,paraphrase,False,False,,ok,right_words_wrong_relation,"'Impact' is nearby but names the collision, not the bag's action.",,,other:wrong_sense,Draws on 'firm support' but reverses the outward motion.,other:wrong_sense,No adaptation sense anywhere in the sentence.
jul_2015,1,2,22,5,inference,False,,2,It can be inferred from the text that origami is -,neither simple nor practical,enjoyable and useful,more complicated than many other activities,more science than art,none,whole,99,no_locator,"Pleasure comes from the opening, usefulness from the airbag and closing paragraphs.",synthesis,False,False,,ok,contradiction,Text calls origami accessible and shows a practical application.,,,contradiction,'Few other activities are as accessible' says the opposite.,overreach,Text pairs art and science; it never ranks them.
jul_2015,2,1,13,1,title,False,,2,A good title for this text would be -,Who Discovered the Grunion?,The Dance of the Grunion,The Life Cycle of the Grunion,The Grunion: A California Native,none,whole,99,no_locator,The 'dance' image opens and closes the text; the spawning middle explains it.,generalization,True,False,,ok,too_narrow,Discovery is background in the opening paragraph only.,,,too_narrow,"Only spawning is covered, not a full life cycle.",too_narrow,'Native to the region' is a passing clause.
jul_2015,2,1,14,2,paragraph_purpose,False,,2,The main purpose of the first paragraph is to -,describe the California grunion,introduce an unusual fish,discuss the Spanish colony in California,explain why grunion dance,ordinal_position,p1,3,needs_paragraph,The colonist anecdote must be read as a device for introducing a strange fish.,generalization,False,False,,ok,half_true,"Right subject, wrong act: no description of the fish is given.",,,wrong_entity,"Colonists are the narrative vehicle, not the topic.",contradiction,Last paragraph says scientists cannot explain why.
jul_2015,2,1,15,3,inference,False,,1,It can be understood that the Spanish colonists mentioned in the first paragraph -,did not at first believe that fish could come out of the water,were the first to see the dance of the grunion,brought the grunion with them from Europe,came to California looking for unusual species of fish,named_entity_or_term,p1,2,yes_local,'Though skeptical at first' sits one sentence after the claim it doubts.,paraphrase,True,False,,ok,,,contradiction,Native peoples told them about it first.,contradiction,The grunion is native to the region.,not_stated,Their reason for coming to California is never given.
jul_2015,2,1,16,4,explicit_detail,False,,2,"According to the second paragraph, grunion lay their eggs -",in the water,in holes they dig in the sand,every nine or ten days,after fertilizing them,paragraph_number,p2,1,yes_local,'Bury themselves tail-first in the sand and lay their eggs' is decisive alone.,inference_one_step,True,False,,ok,contradiction,They come completely out of the water to spawn.,,,right_words_wrong_relation,"Nine or ten days is incubation, not laying frequency.",right_words_wrong_relation,Males fertilize after laying; agent and order both flipped.
jul_2015,2,1,17,5,vocab_in_context,True,line 14,4,"In line 14, ""come ashore"" could be replaced by all of the following except -",dance on the beach,leave the water,lay their eggs,remain hidden,line_number,whole,5,needs_whole_text,"Line 14 is given, but each candidate synonym must be checked against other paragraphs.",elimination_only,True,False,,ok,true_but_not_asked,"A valid substitution, so wrong for an except stem.",true_but_not_asked,"A valid substitution, so wrong for an except stem.",true_but_not_asked,"A valid substitution, so wrong for an except stem.",,
jul_2015,2,2,18,1,vocab_in_context,False,line 1,1,"In line 1, ""hampered"" means -",held back,set up,called on,picked out,line_number,p1,1,yes_local,'Careers hampered by prevailing social prejudices' is self-contained.,paraphrase,False,False,,ok,,,other:wrong_sense,Opposite direction; nothing in the sentence supports it.,other:wrong_sense,Unrelated phrasal verb with no textual hook.,other:wrong_sense,Unrelated phrasal verb with no textual hook.
jul_2015,2,2,19,2,explicit_detail,False,,2,"In the first paragraph, the Brontë sisters are presented as an example of women who -",published poetry before writing novels,concealed their gender in order to succeed,had successful writing careers,discussed social prejudice in their works,named_entity_or_term,p1,2,yes_local,The 'instance of this' sentence points back to the gender-concealment sentence before it.,paraphrase,True,False,,ok,true_but_not_asked,True of the sisters but not what the example illustrates.,,,true_but_not_asked,Later acclaim is stated but is not the point here.,right_words_wrong_relation,Prejudice shaped their careers; it was not their subject matter.
jul_2015,2,2,20,3,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,discuss the relationship between Charlotte Brontë and Robert Southey,explain why the Brontës felt they had to publish using pseudonyms,discuss the Brontës' portrayal of 19th-century English society,describe how Charlotte Brontë was persuaded to reveal her true identity,paragraph_number,p2,5,needs_paragraph,"Southey anecdote dominates the middle; it is evidence for the fear, not the topic.",generalization,True,False,,ok,too_narrow,One anecdote used as supporting evidence.,,,right_words_wrong_relation,The author describes that society; the Brontës do not portray it.,half_true,"She did reveal her identity, but nobody persuaded her."
jul_2015,2,2,21,4,paragraph_purpose,False,,1,The main purpose of the last paragraph is to -,demonstrate that women writers must still overcome prejudices,compare the literary careers of Charlotte Brontë and J.K. Rowling,discuss J.K. Rowling's accomplishments,discuss the success of Harry Potter and the Philosopher's Stone,ordinal_position,p3,4,needs_paragraph,Rowling's success fills most lines; the 'nonetheless' sentence carries the actual point.,generalization,True,False,,ok,,,not_stated,No comparison of the two women's careers is made.,too_narrow,Rowling illustrates the claim rather than being it.,too_narrow,One book's success is a supporting detail.
jul_2015,2,2,22,5,vocab_in_context,False,,2,Which of the following words has a meaning different from the others?,prejudice,acclaim,bias,preconception,none,whole,4,no_locator,Four words drawn from four different paragraphs; solvable by lexis alone.,elimination_only,True,False,,ok,other:synonym_set_member,Shares the negative-bias meaning with two other options.,,,other:synonym_set_member,Shares the negative-bias meaning with two other options.,other:synonym_set_member,Shares the negative-bias meaning with two other options.
jul_2016,1,1,13,1,paragraph_purpose,False,,1,The main purpose of the first paragraph is to -,present Monowi and its only resident,discuss Elsie Eiler's life,describe an unusual highway sign,introduce the smallest town in the United States,paragraph_number,p1,4,needs_paragraph,Opening sign sentence alone fits a wrong option; the town-plus-resident frame needs all four.,generalization,True,False,,ok,,,overreach,Only her civic roles appear; her life comes later.,too_narrow,"The sign is the opening device, not the subject.",overreach,"Text says one of a handful of such places, not the smallest."
jul_2016,1,1,14,2,inference,False,,4,It can be understood from the second paragraph that the promise on the tavern's sign is not hard to keep because -,not many people buy beer from Elsie,not everyone in town likes cold beer,there is no law against selling beer,there is no other place in town to buy beer,named_entity_or_term,p1-p2,3,needs_whole_text,The joke only works with p1's population of one; p2 alone never says the tavern is the only bar.,inference_one_step,False,False,,ok,not_stated,She has regular customers who drive in every evening.,right_words_wrong_relation,"Plays on 'in town', where only one person lives.",not_stated,No law about selling beer appears anywhere.,,
jul_2016,1,1,15,3,paragraph_purpose,False,,3,The third paragraph mainly discusses the Monowi.,markets in,people who founded,history of,last two residents of,paragraph_number,p3,6,needs_paragraph,The paragraph runs 1902 to the 1970s; any single sentence supports a narrower option.,generalization,False,False,,ok,right_words_wrong_relation,"The markets were in cities, reached by train, not in Monowi.",right_words_wrong_relation,'Founded in 1902' names a year; no founders are described.,,,too_narrow,Elsie and Rudy close the paragraph as its end point.
