word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
timing,timing,0,,B2,4.29,1,0,0,0,2,2,7
trim,trim,0,,off~C1+,3.89,1,0,0,0,2,2,7
convent,convent,0,,off~C2,3.48,1,0,0,0,2,2,7
pavement,pavement,0,,off~C1+,3.61,1,0,0,0,2,2,7
orphan,orphan,0,,off~C1+,3.58,1,0,0,0,2,2,7
parallel,parallel,0,,B2,4.27,1,0,0,0,3,3,7
fairly,fairly,0,,B1,4.5,1,0,0,0,2,2,7
overstate,overstate,0,,off~C2,2.93,1,0,0,0,3,3,7
debt,debt,0,,B2,4.69,1,0,0,0,3,3,7
battlefield,battlefield,0,,C1,3.93,1,0,0,0,3,3,7
distinctively,distinctively,0,,off~C2,2.76,1,0,0,0,2,2,7
float,float,0,,B2,4.18,1,0,0,0,3,5,7
clue,clue,0,,B1,4.18,1,0,0,0,3,3,7
slightly,slightly,0,,B1,4.75,1,1,0,0,3,4,7
vein,vein,0,,C1,3.77,1,0,0,0,2,2,7
injustice,injustice,0,,C1,3.81,1,1,0,0,2,2,7
formulation,formulation,0,,off~C2,3.48,1,0,0,0,2,2,7
error,error,0,,A2,4.55,1,0,0,0,3,3,7
recollection,recollection,0,,off~C2,3.28,1,0,0,0,2,2,7
insert,insert,0,,B2,4.01,1,0,0,0,3,4,7
fare,fare,0,,B2,3.94,1,0,0,0,3,3,7
litter,litter,0,,B2,3.71,1,0,0,0,3,3,7
exterior,exterior,0,,off~C1+,3.91,1,0,0,0,3,3,7
trivial,trivial,0,,off~C1+,3.66,1,0,0,0,3,3,7
hue,hue,0,,off~C2,3.49,1,1,0,0,3,3,7
donation,donation,0,,B2,4.1,1,0,0,0,2,2,7
apology,apology,0,,B2,4.05,1,0,0,0,3,3,7
ambassador,ambassador,0,,C1,4.35,1,0,0,0,2,2,7
respectable,respectable,0,,off~C1+,3.71,1,0,0,0,2,2,7
glimmer,glimmer,0,,off~C2,3.11,1,0,0,0,3,3,7
interfere,interfere,0,,C1,3.88,1,0,0,0,3,3,7
tame,tame,0,,off~C1+,3.56,1,1,0,0,2,2,7
witty,witty,0,,off~C1+,3.56,1,0,0,0,2,2,7
inhibit,inhibit,0,,C1,3.34,1,0,0,0,3,3,7
hybrid,hybrid,0,,off~C1,4.11,1,0,0,0,3,3,7
fortitude,fortitude,0,,off~C2,3.15,1,0,0,1,2,2,7
contagious,contagious,0,,off~C1+,3.58,1,0,0,0,2,2,7
sparkle,sparkle,0,,off~C1+,3.56,1,0,0,0,2,2,7
cooperative,cooperative,0,,C1,3.86,1,0,0,0,3,3,7
ostentatious,ostentatious,0,,off~C2,2.68,1,0,0,0,2,2,7
inscribe,inscribe,0,,off~C2,3.38,1,1,0,0,3,4,7
obviously,obviously,0,,B1,4.8,1,0,0,0,2,2,7
arid,arid,0,,off~C2,3.37,1,1,0,0,2,2,7
forecaster,forecaster,0,,off~C2,2.43,1,0,0,0,2,2,7
irrigation,irrigation,0,,off~C1+,3.69,1,1,0,0,2,2,7
delete,delete,0,,B2,4.22,1,0,0,0,2,2,7
aviator,aviator,0,,off~C2,2.97,1,0,0,0,2,2,7
brutal,brutal,0,,C1,4.1,1,0,0,0,2,2,7
beg,beg,0,,B2,4.05,1,0,0,0,2,2,6
casually,casually,0,,off~C1+,3.66,1,0,0,0,2,2,6
quarrel,quarrel,0,,off~C2,3.31,1,0,0,0,2,2,6
devour,devour,0,,off~C2,3.17,1,1,0,0,2,2,6
jewel,jewel,0,,off~C1+,3.68,1,0,0,0,2,2,6
fracture,fracture,0,,off~C1+,3.7,1,0,0,0,2,2,6
bullet,bullet,0,,B2,4.24,1,0,0,0,2,2,6
integrity,integrity,0,,C1,4.22,1,0,0,0,2,2,6
intricately,intricately,0,,off~C2,2.73,1,0,0,0,2,2,6
twig,twig,0,,off~C2,3.12,1,0,0,0,2,2,6
beat,beat,0,,A2,5.01,1,0,0,0,2,2,6
captive,captive,0,,off~C1+,3.7,1,0,0,0,2,2,6
sharply,sharply,0,,off~C1+,3.89,1,1,0,0,2,2,6
diversion,diversion,0,,off~C1+,3.51,1,0,0,0,2,2,6
guess,guess,0,,A1,5.17,1,0,0,0,2,2,6
pamper,pamper,0,,off~C2,2.96,1,0,0,0,2,2,6
somehow,somehow,0,,B2,4.53,1,0,0,0,2,2,6
hind,hind,0,,off~C2,3.5,1,1,0,0,2,2,6
undeniable,undeniable,0,,off~C2,3.34,1,0,0,0,2,2,6
nourish,nourish,0,,off~C2,2.9,1,0,0,0,2,2,6
orient,orient,0,,off~C1,4.12,1,1,0,0,2,2,6
visualize,visualize,0,,off~C2,3.27,1,0,0,0,2,2,6
stare,stare,0,,B2,3.91,1,0,0,0,2,2,6
blanket,blanket,0,,B2,4.07,1,1,0,0,2,2,6
drawback,drawback,0,,off~C2,3.21,1,0,0,0,2,2,6
curriculum,curriculum,0,,B2,4.12,1,0,0,0,2,2,6
equilibrium,equilibrium,0,,off~C1+,3.6,1,0,0,0,2,2,6
prophecy,prophecy,0,,off~C1+,3.71,1,0,0,0,2,2,6
mobility,mobility,0,,C1,4.05,1,0,0,0,2,2,6
orally,orally,0,,off~C2,3.12,1,0,0,0,2,2,6
accumulate,accumulate,0,,C1,3.7,1,0,0,0,2,2,6
equalize,equalize,0,,off~C2,2.57,1,0,0,0,2,2,6
outline,outline,0,,B2,3.92,1,0,0,0,2,3,6
narrator,narrator,0,,off~C1+,3.81,1,0,0,0,2,2,6
deliberation,deliberation,0,,off~C2,3.06,1,0,0,0,2,2,6
oppressive,oppressive,0,,off~C2,3.45,1,0,0,0,2,2,6
venom,venom,0,,off~C1+,3.57,1,1,0,0,2,2,6
preservation,preservation,0,,C1,4.01,1,0,0,0,2,2,6
obedience,obedience,0,,off~C2,3.5,1,0,0,0,2,2,6
reflection,reflection,0,,C1,4.17,1,1,0,0,2,2,6
evaluate,evaluate,0,,B2,4.01,1,1,0,0,2,2,6
deception,deception,0,,off~C1+,3.65,1,0,0,0,2,2,6
cargo,cargo,0,,C1,4.19,1,0,0,0,2,2,6
blouse,blouse,0,,off~C2,3.38,1,0,0,0,2,2,6
inclusion,inclusion,0,,C1,4.02,1,0,0,0,2,2,6
accordingly,accordingly,0,,C1,4.02,1,1,0,0,2,2,6
assist,assist,0,,B1,4.42,1,0,0,0,2,2,6
lease,lease,0,,off~C1,4.17,1,0,0,0,2,2,6
escort,escort,0,,off~C1,4.0,1,0,0,0,2,2,6
posture,posture,0,,off~C1+,3.65,1,0,0,0,2,2,6
dismay,dismay,0,,off~C2,3.26,1,0,0,0,2,2,6
philanthropist,philanthropist,0,,off~C2,3.12,1,1,0,0,2,2,6
adhere,adhere,0,,C1,3.57,1,1,0,0,2,2,6
utter,utter,0,,off~C1+,3.85,1,0,0,0,2,2,6
tutor,tutor,0,,off~C1+,3.67,1,0,0,0,2,2,6
consecutive,consecutive,0,,C1,4.18,1,1,0,0,2,2,6
glance,glance,0,,C1,3.91,1,0,0,0,2,2,6
pillage,pillage,0,,off~C2,2.76,1,1,0,0,2,2,6
raw,raw,0,,B2,4.53,1,1,0,0,2,2,6
abrasive,abrasive,0,,off~C2,3.22,1,1,0,0,2,2,6
lavishly,lavishly,0,,off~C2,2.8,1,1,0,0,2,2,6
pilgrimage,pilgrimage,0,,off~C2,3.5,1,1,0,0,2,2,6
distraction,distraction,0,,off~C1+,3.78,1,0,0,0,2,2,6
query,query,0,,C1,3.64,1,0,0,0,2,2,6
fad,fad,0,,off~C2,3.26,1,0,0,0,2,2,6
disclose,disclose,0,,C1,3.84,1,0,0,0,2,2,6
rebellious,rebellious,0,,off~C2,3.36,1,0,0,0,2,2,6
illusion,illusion,0,,B2,3.94,1,0,0,0,2,2,6
stack,stack,0,,off~C1,4.05,1,0,0,0,2,2,6
forge,forge,0,,C1,3.78,1,1,0,0,2,3,6
hilarious,hilarious,0,,B2,4.27,1,0,0,0,2,2,6
drag,drag,0,,B2,4.29,1,0,0,0,2,2,6
insufficient,insufficient,0,,C1,3.77,1,1,0,0,2,2,6
mansion,mansion,0,,off~C1,4.02,1,1,0,0,2,2,6
vigorous,vigorous,0,,off~C2,3.46,1,0,0,0,2,2,6
animate,animate,0,,off~C1,4.07,1,0,0,0,2,2,6
ingest,ingest,0,,off~C2,3.11,1,0,0,0,2,2,6
probe,probe,0,,C1,3.99,1,0,0,0,2,2,6
notorious,notorious,0,,C1,3.83,1,1,0,0,2,2,6
slogan,slogan,0,,B2,3.72,1,1,0,0,2,2,6
lenient,lenient,0,,off~C2,3.13,1,0,0,0,2,2,6
stiff,stiff,0,,B2,3.9,1,0,0,0,2,2,6
sketch,sketch,0,,C1,4.04,1,0,0,0,2,2,6
integral,integral,0,,C1,3.96,1,0,0,0,2,2,6
volunteer,volunteer,0,,B1,4.29,1,0,0,0,2,3,6
openly,openly,0,,B2,4.11,1,0,0,0,2,2,6
alternatively,alternatively,0,,off~C1+,3.81,1,0,0,0,2,2,6
signify,signify,0,,off~C2,3.29,1,0,0,0,2,2,6
glide,glide,0,,off~C2,3.33,1,0,0,0,2,3,6
rally,rally,0,,C1,4.34,1,1,0,0,2,2,6
descent,descent,0,,C1,3.93,1,1,0,0,2,2,6
convincingly,convincingly,0,,off~C2,3.1,1,0,0,0,2,2,6
fool,fool,0,,B2,4.29,1,0,0,0,2,2,6
shadow,shadow,0,,B2,4.44,1,0,0,0,2,2,6
drape,drape,0,,off~C2,3.18,1,0,0,0,2,2,6
shatter,shatter,0,,C1,3.75,1,0,0,0,2,2,6
union,union,0,,B1,5.08,1,0,0,0,2,2,6
outrageous,outrageous,0,,off~C1+,3.77,1,0,0,0,2,2,6
succumb,succumb,0,,off~C2,3.16,1,1,0,0,2,2,6
sustenance,sustenance,0,,off~C2,2.99,1,1,0,0,2,2,6
scrape,scrape,0,,off~C2,3.4,1,0,0,0,2,2,6
stumble,stumble,0,,C1,3.66,1,0,0,0,2,2,6
blink,blink,0,,off~C1+,3.73,1,0,0,0,2,2,6
exaggeration,exaggeration,0,,off~C2,3.3,1,0,0,0,2,2,6
collide,collide,0,,off~C2,3.29,1,0,0,0,2,2,6
brake,brake,0,,off~C1+,3.95,1,0,0,0,2,2,6
scarcely,scarcely,0,,off~C2,3.33,1,0,0,0,2,2,6
barely,barely,0,,B2,4.49,1,0,0,0,2,2,6
accent,accent,0,,B2,4.14,1,0,0,0,2,2,6
prophetic,prophetic,0,,off~C2,3.19,1,0,0,0,2,2,6
elementary,elementary,0,,B2,4.33,1,0,0,0,2,2,6
clutch,clutch,0,,off~C1+,3.88,1,0,0,0,2,2,6
acquaintance,acquaintance,0,,off~C1+,3.55,1,0,0,0,2,2,6
adequately,adequately,0,,B2,3.64,1,0,0,0,2,2,6
deliberate,deliberate,0,,B2,3.82,1,0,0,0,2,2,6
disrepair,disrepair,0,,off~C2,2.79,1,1,0,0,2,2,6
publicity,publicity,0,,B2,4.0,1,0,0,0,2,2,6
glory,glory,0,,C1,4.36,1,1,0,0,2,2,6
strand,strand,0,,C1,3.68,1,1,0,0,2,2,6
tribute,tribute,0,,C1,4.25,1,0,0,0,2,2,6
faithful,faithful,0,,off~C1,4.1,1,0,0,0,2,2,6
simmer,simmer,0,,off~C2,3.27,1,1,0,0,2,2,6
presently,presently,0,,C1,3.72,1,0,0,0,2,2,6
shuffle,shuffle,0,,off~C2,3.49,1,0,0,0,2,2,6
organic,organic,0,,B2,4.4,1,0,0,0,2,2,6
consultation,consultation,0,,C1,4.02,1,0,0,0,2,2,6
outweigh,outweigh,0,,off~C2,3.27,1,0,0,0,2,2,6
guarded,guarde,0,,off~C1+,3.63,1,0,0,0,2,2,6
replenish,replenish,0,,off~C2,3.04,1,0,0,0,2,2,6
marsh,marsh,0,,off~C1+,3.87,1,0,0,0,2,2,6
resolution,resolution,0,,B2,4.59,1,0,0,0,2,3,6
confine,confine,0,,C1,3.82,1,1,0,0,2,2,6
coincidence,coincidence,0,,B2,3.96,1,0,0,0,2,2,6
entrust,entrust,0,,off~C2,3.45,1,0,0,0,2,2,6
sore,sore,0,,off~C1,3.99,1,0,0,0,2,2,6
inconspicuous,inconspicuous,0,,off~C2,2.76,1,1,0,0,2,2,6
severity,severity,0,,off~C1+,3.71,1,0,0,0,2,2,6
mundane,mundane,0,,off~C2,3.43,1,0,0,0,2,2,6
procession,procession,0,,off~C1+,3.57,1,0,0,0,2,2,6
eminence,eminence,0,,off~C2,3.21,1,0,0,0,2,2,6
homeland,homeland,0,,C1,3.95,1,0,0,0,2,2,6
invasive,invasive,0,,off~C1+,3.69,1,0,0,0,2,2,6
hypothesize,hypothesize,0,,off~C2,3.02,1,1,0,0,2,2,6
suspicion,suspicion,0,,C1,3.97,1,0,0,0,2,2,6
recitation,recitation,0,,off~C2,2.9,1,0,0,0,2,2,6
toil,toil,0,,off~C2,3.03,1,1,0,0,2,2,6
pile,pile,0,,B2,4.14,1,0,0,0,2,2,6
adhesive,adhesive,0,,off~C2,3.37,1,0,0,0,2,2,6
livelihood,livelihood,0,,off~C2,3.42,1,0,0,0,2,2,6
invasion,invasion,0,,B2,4.23,1,0,0,0,2,2,6
performer,performer,0,,off~C1+,3.8,1,0,0,0,2,2,6
constituent,constituent,0,,off~C1+,3.73,1,0,0,0,2,2,6
transcend,transcend,0,,off~C2,3.1,1,0,0,0,2,2,6
underline,underline,0,,off~C2,3.1,1,0,0,0,2,2,6
dignify,dignify,0,,off~C2,3.28,1,0,0,0,2,2,6
drill,drill,0,,off~C1,4.09,1,0,0,0,1,1,5
fanatic,fanatic,0,,off~C2,3.23,1,0,0,0,1,1,5
pathetic,pathetic,0,,off~C1,4.11,1,0,0,0,1,1,5
optimistic,optimistic,0,,B2,3.87,1,0,0,0,1,1,5
impersonation,impersonation,0,,off~C2,2.87,1,0,0,0,1,1,5
immunization,immunization,0,,off~C2,3.01,1,1,0,0,1,1,5
diameter,diameter,0,,off~C1,4.08,1,0,0,0,1,1,5
partition,partition,0,,off~C1+,3.67,1,0,0,0,1,1,5
malice,malice,0,,off~C2,3.34,1,0,0,0,1,1,5
nominate,nominate,0,,C1,3.57,1,0,0,0,1,1,5
quarantine,quarantine,0,,off~C1+,3.64,1,1,0,0,1,1,5
inhibition,inhibition,0,,off~C2,3.39,1,0,0,0,1,1,5
courtesy,courtesy,0,,C1,4.13,1,0,0,0,1,1,5
conformity,conformity,0,,off~C2,3.2,1,1,0,0,1,1,5
vigilance,vigilance,0,,off~C2,3.16,1,0,0,0,1,1,5
reverence,reverence,0,,off~C2,3.22,1,0,0,0,1,1,5
wrestle,wrestle,0,,off~C2,3.48,1,0,0,0,1,1,5
immaculately,immaculately,0,,off~C2,2.46,1,0,0,0,1,1,5
relentlessly,relentlessly,0,,off~C2,3.21,1,1,0,0,1,1,5
superficially,superficially,0,,off~C2,2.9,1,0,0,0,1,1,5
luxurious,luxurious,0,,off~C1+,3.55,1,0,0,0,1,1,5
casualty,casualty,0,,C1,3.61,1,0,0,0,1,1,5
expulsion,expulsion,0,,off~C2,3.41,1,0,0,0,1,1,5
assembly,assembly,0,,C1,4.61,1,1,0,0,1,1,5
enact,enact,0,,C1,3.75,1,0,0,0,1,1,5
perspire,perspire,0,,off~C2,2.11,1,0,0,0,1,1,5
jurist,jurist,0,,off~C2,2.7,1,1,0,0,1,1,5
facet,facet,0,,off~C2,3.18,1,0,0,0,1,1,5
defensively,defensively,0,,off~C2,3.28,1,0,0,0,1,1,5
persistent,persistent,0,,C1,3.9,1,0,0,0,1,1,5
possessive,possessive,0,,off~C2,3.17,1,0,0,0,1,1,5
aggravate,aggravate,0,,off~C2,3.47,1,0,0,0,1,1,5
pragmatic,pragmatic,0,,off~C2,3.49,1,1,0,0,1,1,5
unhealthy,unhealthy,0,,off~C1+,3.72,1,0,0,0,1,1,5
static,static,0,,off~C1,4.05,1,0,0,0,1,1,5
moist,moist,0,,off~C1+,3.69,1,0,0,0,1,1,5
taint,taint,0,,off~C2,3.38,1,0,0,0,1,1,5
lure,lure,0,,off~C1+,3.67,1,1,0,0,1,1,5
bake,bake,0,,B1,3.91,1,0,0,0,1,1,5
rewrite,rewrite,0,,off~C2,3.47,1,1,0,0,1,1,5
scar,scar,0,,off~C1+,3.77,1,0,0,0,1,1,5
bond,bond,0,,B2,4.59,1,1,0,0,1,1,5
mist,mist,0,,off~C1+,3.67,1,0,0,0,1,1,5
endow,endow,0,,off~C2,3.41,1,1,0,0,1,1,5
betray,betray,0,,C1,3.42,1,0,0,0,1,1,5
dearly,dearly,0,,off~C2,3.48,1,0,0,0,1,1,5
cupboard,cupboard,0,,A2,3.44,1,0,0,0,1,1,5
irreversible,irreversible,0,,off~C2,3.28,1,0,0,0,1,1,5
pardonable,pardonable,0,,off~C2,1.45,1,0,0,0,1,1,5
comprehensible,comprehensible,0,,off~C2,2.71,1,1,0,0,1,1,5
invisible,invisible,0,,C1,4.09,1,0,0,0,1,1,5
sanctity,sanctity,0,,off~C2,3.04,1,0,0,0,1,1,5
condescend,condescend,0,,off~C2,3.1,1,0,0,0,1,1,5
attentive,attentive,0,,off~C2,3.3,1,0,0,0,1,1,5
heirloom,heirloom,0,,off~C2,2.98,1,0,0,0,1,1,5
whisper,whisper,0,,B2,3.74,1,0,0,0,1,1,5
ladder,ladder,0,,B2,4.03,1,0,0,0,1,1,5
plumber,plumber,0,,off~C2,3.36,1,0,0,0,1,1,5
mournfully,mournfully,0,,off~C2,1.96,1,0,0,0,1,1,5
flawlessly,flawlessly,0,,off~C2,2.92,1,1,0,0,1,1,5
tactfully,tactfully,0,,off~C2,2.36,1,0,0,0,1,1,5
recklessly,recklessly,0,,off~C2,2.99,1,0,0,0,1,1,5
knot,knot,0,,off~C1+,3.72,1,0,0,0,1,1,5
bequeath,bequeath,0,,off~C2,3.02,1,1,0,0,1,1,5
gnaw,gnaw,0,,off~C2,2.56,1,0,0,0,1,1,5
hesitation,hesitation,0,,off~C1+,3.55,1,0,0,0,1,1,5
trust,trust,0,,B2,5.13,1,1,0,0,1,1,5
upgrade,upgrade,0,,C1,4.24,1,0,0,0,1,1,5
session,session,0,,B2,4.72,1,0,0,0,1,1,5
mercilessly,mercilessly,0,,off~C2,2.92,1,0,0,0,1,1,5
tidy,tidy,0,,A2,3.53,1,0,0,0,1,1,5
randomly,randomly,0,,off~C1+,3.97,1,0,0,0,1,1,5
reasonably,reasonably,0,,B2,4.03,1,0,0,0,1,1,5
rudely,rudely,0,,off~C2,2.89,1,0,0,0,1,1,5
consistency,consistency,0,,C1,3.99,1,0,0,0,1,1,5
aspiration,aspiration,0,,C1,3.3,1,0,0,0,1,1,5
prerequisite,prerequisite,0,,off~C2,3.24,1,0,0,0,1,1,5
malfunction,malfunction,0,,off~C2,3.29,1,1,0,0,1,1,5
interject,interject,0,,off~C2,2.37,1,0,0,0,1,1,5
explosive,explosive,0,,C1,3.97,1,0,0,0,1,1,5
subsidy,subsidy,0,,C1,3.74,1,1,0,0,1,1,5
broaden,broaden,0,,off~C2,3.3,1,0,0,0,1,1,5
impartiality,impartiality,0,,off~C2,2.91,1,0,0,0,1,1,5
confiscation,confiscation,0,,off~C2,2.99,1,0,0,0,1,1,5
burning,burning,0,,off~B2,4.5,1,1,0,0,1,1,5
platform,platform,0,,A2,4.67,1,0,0,0,1,1,5
instigate,instigate,0,,off~C2,2.76,1,0,0,0,1,1,5
pretension,pretension,0,,off~C2,2.34,1,0,0,0,1,1,5
persecution,persecution,0,,off~C1+,3.72,1,1,0,0,1,1,5
adjective,adjective,0,,off~C2,3.34,1,0,0,0,1,1,5
lubricate,lubricate,0,,off~C2,2.43,1,0,0,0,1,1,5
sincerity,sincerity,0,,off~C2,3.34,1,0,0,0,1,1,5
relativity,relativity,0,,off~C2,3.34,1,0,0,0,1,1,5
fatality,fatality,0,,off~C2,3.16,1,0,0,0,1,1,5
inhospitable,inhospitable,0,,off~C2,2.76,1,1,0,0,1,1,5
industrious,industrious,0,,off~C2,2.79,1,0,0,0,1,1,5
insistent,insistent,0,,off~C2,3.05,1,0,0,0,1,1,5
deface,deface,0,,off~C2,2.74,1,0,0,0,1,1,5
insensitive,insensitive,0,,off~C2,3.45,1,0,0,0,1,1,5
softly,softly,0,,off~C1+,3.77,1,0,0,0,1,1,5
faultlessly,faultlessly,0,,off~C2,1.71,1,0,0,0,1,1,5
peculiarly,peculiarly,0,,off~C2,2.61,1,0,0,0,1,1,5
guidance,guidance,0,,C1,4.33,1,1,0,0,1,1,5
exhaustion,exhaustion,0,,off~C2,3.49,1,0,0,0,1,1,5
yarn,yarn,0,,off~C1+,3.6,1,0,0,0,1,1,5
sensibly,sensibly,0,,off~C2,2.93,1,0,0,0,1,1,5
blast,blast,0,,C1,4.32,1,0,0,0,1,1,5
hoard,hoard,0,,off~C2,3.23,1,1,0,0,1,1,5
manually,manually,0,,off~C1+,3.7,1,0,0,0,1,1,5
menace,menace,0,,off~C1+,3.54,1,0,0,0,1,1,5
wither,wither,0,,off~C2,3.02,1,1,0,0,1,1,5
persistence,persistence,0,,off~C1+,3.51,1,0,0,0,1,1,5
triumph,triumph,0,,C1,3.96,1,0,0,0,1,1,5
affectionate,affectionate,0,,off~C2,3.35,1,0,0,0,1,1,5
pluck,pluck,0,,off~C2,3.13,1,0,0,0,1,1,5
growl,growl,0,,off~C2,3.14,1,0,0,0,1,1,5
memorize,memorize,0,,off~C2,3.22,1,0,0,0,1,1,5
bandage,bandage,0,,off~C2,3.24,1,0,0,0,1,1,5
patiently,patiently,0,,off~C2,3.48,1,0,0,0,1,1,5
falsely,falsely,0,,off~C1+,3.61,1,0,0,0,1,1,5
absent,absent,0,,C1,3.98,1,0,0,0,1,1,5
preposterous,preposterous,0,,off~C2,3.13,1,0,0,0,1,1,5
ferocious,ferocious,0,,off~C2,3.21,1,1,0,0,1,1,5
superfluous,superfluous,0,,off~C2,3.0,1,0,0,0,1,1,5
backward,backward,0,,off~C1+,3.71,1,0,0,0,1,1,5
overgrown,overgrow,0,,off~C2,3.12,1,0,0,0,1,1,5
nail,nail,0,,B1,4.21,1,0,0,0,1,1,5
hypocrite,hypocrite,0,,off~C2,3.4,1,0,0,0,1,1,5
rehearsal,rehearsal,0,,off~C1+,3.68,1,0,0,0,1,1,5
assignment,assignment,0,,B1,4.18,1,0,0,0,1,1,5
ill-fated,ill-fated,0,,off~C2,3.18,1,1,0,0,1,1,5
instinctively,instinctively,0,,off~C2,3.25,1,0,0,0,1,1,5
desperately,desperately,0,,B2,3.98,1,0,0,0,1,1,5
literal,literal,0,,off~C1+,3.77,1,0,0,0,1,1,5
poles,poles,0,,off~C1+,3.88,1,0,0,0,1,1,5
rumor,rumor,0,,off~C1,4.01,1,0,0,0,1,1,5
indulgence,indulgence,0,,off~C2,3.19,1,0,0,0,1,1,5
illumination,illumination,0,,off~C2,3.35,1,0,0,0,1,1,5
allusion,allusion,0,,off~C2,2.94,1,0,0,0,1,1,5
ascension,ascension,0,,off~C2,3.34,1,1,0,0,1,1,5
colonialist,colonialist,0,,off~C2,2.44,1,0,0,0,1,1,5
lobbyist,lobbyist,0,,off~C2,3.1,1,0,0,0,1,1,5
pluralist,pluralist,0,,off~C2,2.24,1,0,0,0,1,1,5
authorize,authorize,0,,C1,3.38,1,0,0,0,1,1,5
earnestly,earnestly,0,,off~C2,2.87,1,0,0,0,1,1,5
furiously,furiously,0,,off~C2,3.19,1,0,0,0,1,1,5
acutely,acutely,0,,off~C2,3.13,1,0,0,0,1,1,5
priority,priority,0,,B2,4.41,1,0,0,0,1,1,5
taut,taut,0,,off~C2,2.91,1,0,0,0,1,1,5
drab,drab,0,,off~C2,3.01,1,0,0,0,1,1,5
nausea,nausea,0,,off~C1+,3.54,1,0,0,0,1,1,5
inaugurate,inaugurate,0,,off~C2,3.32,1,1,0,0,1,1,5
charity,charity,0,,A2,4.45,1,0,0,0,1,1,5
productive,productive,0,,C1,4.22,1,1,0,0,1,1,5
replica,replica,0,,off~C1+,3.67,1,1,0,0,1,1,5
culprit,culprit,0,,off~C2,3.4,1,0,0,0,1,1,5
outlast,outlast,0,,off~C2,2.81,1,0,0,0,1,1,5
skyrocket,skyrocket,0,,off~C2,2.88,1,1,0,0,1,1,5
flaunt,flaunt,0,,off~C2,2.92,1,0,0,0,1,1,5
grimace,grimace,0,,off~C2,2.61,1,0,0,0,1,1,5
lull,lull,0,,off~C2,3.08,1,0,0,0,1,1,5
mercifully,mercifully,0,,off~C2,2.65,1,0,0,0,1,1,5
malicious,malicious,0,,off~C1+,3.67,1,0,0,0,1,1,5
maternal,maternal,0,,off~C1+,3.77,1,0,0,0,1,1,5
generosity,generosity,0,,off~C1+,3.62,1,0,0,0,1,1,5
intolerable,intolerable,0,,off~C2,3.17,1,0,0,0,1,1,5
indifferent,indifferent,0,,off~C2,3.44,1,0,0,0,1,1,5
kneel,kneel,0,,off~C2,3.32,1,0,0,0,1,1,5
radiant,radiant,0,,off~C2,3.49,1,0,0,0,1,1,5
impartially,impartially,0,,off~C2,2.43,1,0,0,0,1,1,5
valiantly,valiantly,0,,off~C2,2.63,1,0,0,0,1,1,5
morbid,morbid,0,,off~C2,3.26,1,0,0,0,1,1,5
selective,selective,0,,C1,3.88,1,0,0,0,1,1,5
shrug,shrug,0,,C1,3.3,1,0,0,0,1,1,5
alternately,alternately,0,,off~C2,3.22,1,0,0,0,1,1,5
viciously,viciously,0,,off~C2,2.93,1,0,0,0,1,1,5
competent,competent,0,,C1,3.92,1,0,0,0,1,1,5
fraudulent,fraudulent,0,,off~C1+,3.61,1,0,0,0,1,1,5
digression,digression,0,,off~C2,2.25,1,0,0,0,1,1,5
idol,idol,0,,off~C1+,3.94,1,0,0,0,1,1,5
withhold,withhold,0,,off~C2,3.28,1,0,0,0,1,1,5
overwhelm,overwhelm,0,,C1,3.15,1,0,0,0,1,1,5
agile,agile,0,,off~C2,3.41,1,1,0,0,1,1,5
cordial,cordial,0,,off~C2,3.1,1,0,0,0,1,1,5
foolishly,foolishly,0,,off~C2,2.96,1,0,0,0,1,1,5
submissive,submissive,0,,off~C2,3.25,1,0,0,0,1,1,5
intuition,intuition,0,,off~C1+,3.54,1,0,0,0,1,1,5
rotation,rotation,0,,C1,4.08,1,0,0,0,1,1,5
punishment,punishment,0,,B1,4.34,1,0,0,0,1,1,5
confession,confession,0,,C1,3.88,1,0,0,0,1,1,5
formula,formula,0,,C1,4.45,1,0,0,0,1,1,5
prosecute,prosecute,0,,C1,3.54,1,0,0,0,1,1,5
incompetent,incompetent,0,,off~C1+,3.65,1,0,0,0,1,1,5
explode,explode,0,,B1,3.8,1,0,0,0,1,1,5
mend,mend,0,,off~C2,3.33,1,0,0,0,1,1,5
fuse,fuse,0,,off~C1+,3.62,1,0,0,0,1,1,5
responsibly,responsibly,0,,off~C2,3.24,1,0,0,0,1,1,5
restrictive,restrictive,0,,off~C1+,3.54,1,0,0,0,1,1,5
vertical,vertical,0,,B2,4.15,1,0,0,0,1,1,5
inference,inference,0,,off~C2,3.25,1,0,0,0,1,1,5
adoption,adoption,0,,C1,4.17,1,0,0,0,1,1,5
file,file,0,,B1,4.75,1,0,0,0,1,1,5
thereafter,thereafter,0,,C1,3.97,1,1,0,0,1,1,5
wherein,wherein,0,,off~C1+,3.78,1,0,0,0,1,1,5
entangle,entangle,0,,off~C2,3.18,1,1,0,0,1,1,5
preoccupied,preoccupy,0,,off~C2,3.26,1,0,0,0,1,1,5
unjustly,unjustly,0,,off~C2,2.93,1,0,0,0,1,1,5
passively,passively,0,,off~C2,3.01,1,0,0,0,1,1,5
improvise,improvise,0,,off~C2,3.37,1,0,0,0,1,1,5
impeccable,impeccable,0,,off~C2,3.25,1,0,0,0,1,1,5
